fonte,codigo,titulo,tipo,subtipo,finalidade,preco_locacao,preco_venda,valor_condominio,valor_iptu,bairro,cidade,estado,endereco,latitude,longitude,dormitorios,suites,banheiros,garagens,area_total,area_construida,area_util,area_terreno,descricao,url
Center,126998,Casa disponível para locação.,Casas,Padrão,SL,,"950.000,00",,"180,00",Parque Fehr,São Carlos,São Paulo,,-21.9785,-47.93544,4.0,240.0,2.0,2.0,,,,240.0,Casa disponível para locação.,https://www.centerimoveis.com/imovel/venda/casas/são-carlos/parque-fehr/126998
Center,125360,,Comercial,Sala,Locacao,"778,00",,"430,00","45,00",Centro,São Carlos,São Paulo,,-22.01769,-47.8881,,,1.0,,35.0,,35.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/125360
Center,113897,,Casas,Padrão,Locacao,"3.556,00",,,"300,00",Jardim Acapulco,São Carlos,São Paulo,,-21.9952,-47.91277,4.0,246.8,3.0,2.0,250.0,,250.0,246.8,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-acapulco/113897
Center,127142,Apartamento de 3 dormitórios com suíte no Jardim Macarengo - São Carlos,Apartamentos,Padrão,Locacao,"2.223,00",,"380,00","110,00",Jardim Macarengo,São Carlos,São Paulo,,-22.00601,-47.88966,4.0,,2.0,1.0,62.0,62.0,62.0,,Apartamento de 3 dormitórios com suíte no Jardim Macarengo - São Carlos,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-macarengo/127142
Center,12739,,Apartamentos,Padrão,Locacao,"4.000,00",,"1.300,00","340,00",Parque Faber,São Carlos,São Paulo,,-22.0179277,-47.9074794,6.0,,3.0,2.0,150.0,111.0,111.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/12739
Center,128730,Barracão para locação!,Comercial,Barracão/Galpão,Locacao,"130.000,00",,,,Vila Brasília,São Carlos,São Paulo,,-21.99438,-47.87974,,,8.0,55.0,5000.0,3650.0,3650.0,,Barracão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-brasília/128730
Center,126697,casa a venda,Casas,Padrão,SL,,"900.000,00",,"480,00",Parque Belvedere,São Carlos,São Paulo,,-21.99608,-47.87196,3.0,270.0,2.0,2.0,1175.0,,1175.0,270.0,casa a venda,https://www.centerimoveis.com/imovel/venda/casas/são-carlos/parque-belvedere/126697
Center,125609,,Apartamentos,Padrão,Locacao,"1.667,00",,"350,00","50,00",Centro,São Carlos,São Paulo,,-22.00932,-47.89178,2.0,,1.0,,50.0,50.0,50.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/125609
Center,128712,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"2.223,00",,"450,00","175,00",Parque Faber,São Carlos,São Paulo,,-22.0179277,-47.9074794,3.0,,2.0,1.0,62.26,62.26,62.26,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128712
Center,128710,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"2.778,00",,"690,00","290,00",Parque Faber,São Carlos,São Paulo,,-22.0179277,-47.9074794,4.0,,2.0,1.0,80.45,80.45,80.45,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128710
Center,1405,,Casas,Padrão,Locacao,"1.112,00",,,"18,87",Jardim Tangará,São Carlos,São Paulo,,-22.00979,-47.85709,2.0,11.0,1.0,1.0,15.0,,15.0,11.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-tangará/1405
Center,128705,Casa para locação!,Casas,Sobrado,Locacao,"2.778,00",,,,Centro,São Carlos,São Paulo,,-22.01431,-47.89609,2.0,145.0,2.0,1.0,145.0,,145.0,145.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128705
Center,128696,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"4.500,00",,"1.300,00","360,00",Parque Faber,São Carlos,São Paulo,,-22.01625,-47.91646,6.0,,4.0,2.0,102.0,102.0,102.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128696
Center,128695,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.223,00",,"480,00","96,00",Jardim Lutfalla,São Carlos,São Paulo,,-22.00523,-47.89436,1.0,,1.0,2.0,45.0,45.0,45.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-lutfalla/128695
Center,128689,Residência em Condomínio Alto Padrão,Casas,Condomínio,Locacao,"6.300,00",,"500,00",,Jardim Jockey Club,São Carlos,São Paulo,,-21.97934,-47.89713,6.0,,3.0,2.0,,,,,Residência em Condomínio Alto Padrão,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-jockey-club/128689
Center,128675,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.523,00",,"420,00","70,00",Recreio São Judas Tadeu,São Carlos,São Paulo,,-22.0329,-47.87009,2.0,,1.0,1.0,55.0,55.0,55.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/recreio-são-judas-tadeu/128675
Center,128673,Excelente oportunidade!,Casas,Padrão,Locacao,"2.223,00",,,,Jardim São João Batista,São Carlos,São Paulo,,-22.00282,-47.87828,2.0,,1.0,2.0,80.0,,80.0,,Excelente oportunidade!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-são-joão-batista/128673
Center,122120,,Casas,Sobrado,Locacao,"2.445,00",,,,Jardim Ricetti,São Carlos,São Paulo,,-22.03139,-47.8771,4.0,95.0,2.0,2.0,,,,95.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-ricetti/122120
Center,127022,Sala comercial disponível para locação.,Comercial,Sala,Locacao,"1.200,00",,,"35,00",Vila Costa Do Sol,São Carlos,São Paulo,,-22.00308,-47.88699,,,1.0,,,45.0,45.0,,Sala comercial disponível para locação.,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-costa-do-sol/127022
Center,128653,Casa para venda!,Casas,Padrão,SL,,"700.000,00",,,Residencial Samambaia,São Carlos,São Paulo,,-21.95454,-47.88284,5.0,210.0,3.0,2.0,250.0,,250.0,210.0,Casa para venda!,https://www.centerimoveis.com/imovel/venda/casas/são-carlos/residencial-samambaia/128653
Center,11729,,Apartamentos,Padrão,Locacao,"1.600,00",,"310,00","75,11",Parque Arnold Schimitd,São Carlos,São Paulo,,,,2.0,,1.0,1.0,,,,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-arnold-schimitd/11729
Center,127282,Apartamento disponível para locação.,Apartamentos,Padrão,Locacao,"2.830,00",,"256,47","64,91",Centro,São Carlos,São Paulo,,-22.0220194,-47.8929316,2.0,,1.0,1.0,,38.22,38.22,,Apartamento disponível para locação.,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/127282
Center,128635,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.750,00",,"350,00","69,00",Vila Prado,São Carlos,São Paulo,,-22.02422,-47.90179,3.0,,2.0,1.0,61.56,61.56,61.56,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-prado/128635
Center,128630,Kit para locação ,Apartamentos,Kitnet,Locacao,"1.480,00",,"130,00","112,00",Vila Brasília,São Carlos,São Paulo,,-21.99514,-47.8814,2.0,,1.0,,,,,,Kit para locação ,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/vila-brasília/128630
Center,128624,Espaço Comercial,Comercial,Salão,Locacao,"3.445,00",,,"400,00",Parque Arnold Schimitd,São Carlos,São Paulo,,,,,,2.0,2.0,,109.0,109.0,,Espaço Comercial,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/parque-arnold-schimitd/128624
Center,121779,,Casas,Condomínio,Locacao,"5.556,00",,"455,00","176,00",Jardim Ipanema,São Carlos,São Paulo,,,,5.0,170.0,4.0,4.0,322.0,,322.0,170.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-ipanema/121779
Center,128598,Casa para locação!,Casas,Padrão,Locacao,"1.223,00",,,,Jardim Araucária,São Carlos,São Paulo,,-21.97882,-47.94838,2.0,60.0,1.0,2.0,,,,60.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-araucária/128598
Center,128597,Chácara para locação!,Rural,Chácara,Locacao,"6.000,00",,,,Vale Da Santa Felicidade,São Carlos,São Paulo,,-21.9297601,-47.8772633,4.0,240.0,1.0,2.0,,,,240.0,Chácara para locação!,https://www.centerimoveis.com/imovel/locacao/rural/são-carlos/vale-da-santa-felicidade/128597
Center,128595,Sala para locação!,Comercial,Conjunto Comercial,Locacao,"8.000,00",,,,Vila Lutfalla,São Carlos,São Paulo,,-22.0305885,-47.8879404,,,4.0,3.0,,110.0,110.0,,Sala para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-lutfalla/128595
Center,128569,Apartamento para locação!,Apartamentos,Kitnet,Locacao,"1.445,00",,,,Cidade Jardim,São Carlos,São Paulo,,-21.99981,-47.89572,1.0,,1.0,1.0,20.0,20.0,20.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/128569
Center,128564,Box para locação!,Comercial,Box,Locacao,"1.667,00",,,,Portal Do Sol,São Carlos,São Paulo,,-22.02046,-47.8923,,,,,50.0,50.0,50.0,,Box para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/portal-do-sol/128564
Center,128561,Barração 250m²,Comercial,Barracão/Galpão,Locacao,"3.700,00",,,,Jardim Novo Horizonte,São Carlos,São Paulo,,-22.03746,-47.85358,,,,,250.0,,250.0,,Barração 250m²,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-novo-horizonte/128561
Center,11102,,Comercial,Sala,Locacao,"710,00",,,"35,97",Jardim Macarengo,São Carlos,São Paulo,,-22.00784,-47.88939,,,,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-macarengo/11102
Center,11150,,Comercial,Sala,Locacao,"760,00",,,"31,42",Jardim Macarengo,São Carlos,São Paulo,,-22.00784,-47.88939,,,,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-macarengo/11150
Center,11153,,Comercial,Sala,Locacao,"780,00",,,"38,63",Jardim Macarengo,São Carlos,São Paulo,,-22.00784,-47.88939,,,1.0,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-macarengo/11153
Center,128555,Apartamento para venda!,Apartamentos,Padrão,Locacao,"1.778,00",,"400,00","90,00",Parque Santa Mônica,São Carlos,São Paulo,,-22.0199,-47.91258,4.0,,2.0,2.0,72.0,72.0,72.0,,Apartamento para venda!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-santa-mônica/128555
Center,128551,Casa para locação!,Casas,Padrão,Locacao,"3.334,00",,,"120,00",Centro,São Carlos,São Paulo,,-22.00945,-47.89178,3.0,180.0,1.0,1.0,200.0,,200.0,180.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128551
Center,128548,Barracão para locaçaõ!,Comercial,Barracão/Galpão,Locacao,"15.000,00",,,"580,00",Portal Do Sol,São Carlos,São Paulo,,-22.01718,-47.89773,,,2.0,,1400.0,1400.0,1400.0,,Barracão para locaçaõ!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/portal-do-sol/128548
Center,128544,Chácara para locação,Rural,Chácara,Locacao,"2.500,00",,,"50,00",Balneário Santo Antonio,ITIRAPINA,São Paulo,,,,2.0,,,6.0,,,,,Chácara para locação,https://www.centerimoveis.com/imovel/locacao/rural/itirapina/balneário-santo-antonio/128544
Center,128550,Casa para locação!,Casas,Padrão,Locacao,"2.223,00",,,,Planalto Paraíso,São Carlos,São Paulo,,-22.0065,-47.91745,2.0,125.0,1.0,2.0,,,,125.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/planalto-paraíso/128550
Center,128549,Barracão para locação!,Comercial,Barracão/Galpão,Locacao,"14.000,00",,,"580,00",Portal Do Sol,São Carlos,São Paulo,,-22.01713,-47.89869,,,4.0,,1000.0,1000.0,1000.0,,Barracão para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/portal-do-sol/128549
Center,128541,Casa comercial para locação!,Casas,Comercial,Locacao,"4.445,00",,,"308,17",Centro,São Carlos,São Paulo,,-22.01143,-47.88627,,,3.0,12.0,,,,,Casa comercial para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128541
Center,128540,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.056,00",,"277,00","71,88",Parque Arnold Schimitd,São Carlos,São Paulo,,-22.00565,-47.90245,2.0,,1.0,1.0,,,,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-arnold-schimitd/128540
Center,128537,Apartamento para locação!,Apartamentos,Alto Padrão,Locacao,"4.445,00",,"1.100,00","380,00",Parque Faber,São Carlos,São Paulo,,-22.01625,-47.91646,6.0,,4.0,2.0,87.0,87.0,87.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-faber/128537
Center,128538,Casa para locação!,Comercial,Casa,Locacao,"7.778,00",,,,Vila Monteiro,São Carlos,São Paulo,,-22.01007,-47.8888,4.0,,2.0,3.0,155.0,155.0,155.0,,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-monteiro/128538
Center,128530,Apartamento para locação!,Apartamentos,Padrão,Locacao,"3.334,00",,"600,00","115,00",Centro,São Carlos,São Paulo,,-22.00847,-47.89181,4.0,,2.0,1.0,78.0,78.0,78.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128530
Center,11149,,Apartamentos,Padrão,Locacao,"1.600,00",,"200,00",,Cidade Jardim,São Carlos,São Paulo,,-22.0106925,-47.9018206,2.0,,1.0,1.0,100.0,45.0,45.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/cidade-jardim/11149
Center,128527,Casa para locação!,Casas,Sobreposta,Locacao,"1.800,00",,,"70,00",Jardim Cruzeiro Do Sul,São Carlos,São Paulo,,-22.03955,-47.89027,2.0,100.0,1.0,,100.0,,100.0,100.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-cruzeiro-do-sul/128527
Center,128526,Casa para ,Casas,Alto Padrão,Locacao,"8.000,00",,"430,00",,Condomínio Village São Carlos IV,São Carlos,São Paulo,,-21.97344,-47.89095,6.0,155.0,5.0,4.0,240.0,,240.0,155.0,Casa para ,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/condomínio-village-são-carlos-iv/128526
Center,128525,,Comercial,Sala,Locacao,"1.667,00",,,,Vila Boa Vista,São Carlos,São Paulo,,-22.034209,-47.8987459,,,1.0,,,40.0,40.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-boa-vista/128525
Center,125392,,Apartamentos,Padrão,Locacao,"2.000,00",,"331,40","80,92",Parque Arnold Schimitd,São Carlos,São Paulo,,,,2.0,,1.0,1.0,48.75,48.75,48.75,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-arnold-schimitd/125392
Center,128507,Apartamento para locação!,Apartamentos,Studio,Locacao,"1.570,00",,"330,00",,Centro,São Carlos,São Paulo,,-22.01127,-47.89098,1.0,,1.0,,40.0,40.0,40.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128507
Center,8807,,Comercial,Barracão/Galpão,Locacao,"8.889,00",,,"583,19",Jardim São Paulo,São Carlos,São Paulo,,-22.03664,-47.88096,,,,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-são-paulo/8807
Center,122322,,Casas,Condomínio,Locacao,"5.200,00",,"550,00","91,57",Residencial Bosque De São Carlos,São Carlos,São Paulo,,-21.95732,-47.88704,6.0,225.0,5.0,4.0,350.0,,350.0,225.0,,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/residencial-bosque-de-são-carlos/122322
Center,128506,Casa comercial para locação!,Comercial,Casa,Locacao,"9.000,00",,,,Centro,São Carlos,São Paulo,,17.98962,-92.92745,3.0,,4.0,2.0,,,,,Casa comercial para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128506
Center,128494,Apartamento para locação!,Apartamentos,Padrão,Locacao,"1.112,00",,"250,00","83,00",Jardim Jockey Club,São Carlos,São Paulo,,-21.97989,-47.90156,2.0,,1.0,1.0,,50.0,50.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-jockey-club/128494
Center,128501,Apartamento para locação!,Apartamentos,Studio,Locacao,"1.570,00",,"330,00",,Centro,São Carlos,São Paulo,,-22.01127,-47.89098,1.0,,1.0,,40.0,40.0,40.0,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/centro/128501
Center,128496,Apartamento para locação!,Apartamentos,Padrão,Locacao,"2.590,00",,"345,00",,Jardim Gibertoni,São Carlos,São Paulo,,-22.01902,-47.90709,3.0,,2.0,1.0,,,,,Apartamento para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-gibertoni/128496
Center,128475,Sala para locação!,Comercial,Sala,Locacao,"3.334,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.01213,-47.88409,,,1.0,1.0,,67.0,67.0,,Sala para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-costa-do-sol/128475
Center,128470,,Terreno,Comercial,Locacao,,,,,Centro,São Carlos,São Paulo,,-22.01498,-47.88289,,,,,1000.0,,1000.0,,,https://www.centerimoveis.com/imovel/locacao/terreno/são-carlos/centro/128470
Center,128472,,Terreno,Comercial,Locacao,,,,,Cidade Jardim,São Carlos,São Paulo,,-22.00066,-47.89441,,,,,800.0,,800.0,,,https://www.centerimoveis.com/imovel/locacao/terreno/são-carlos/cidade-jardim/128472
Center,128476,Sala para locação!,Comercial,Sala,Locacao,"3.334,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.01213,-47.88409,,,1.0,1.0,,67.0,67.0,,Sala para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-costa-do-sol/128476
Center,128477,Sala para locação!,Comercial,Sala,Locacao,"3.334,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.01213,-47.88409,,,1.0,1.0,,67.0,67.0,,Sala para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-costa-do-sol/128477
Center,128478,Sala para locação!,Comercial,Sala,Locacao,"3.334,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.01213,-47.88409,,,1.0,1.0,,67.0,67.0,,Sala para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-costa-do-sol/128478
Center,128471,,Terreno,Comercial,Locacao,,,,,Centro,São Carlos,São Paulo,,-22.02064,-47.89062,,,,,900.0,,900.0,,,https://www.centerimoveis.com/imovel/locacao/terreno/são-carlos/centro/128471
Center,128473,,Terreno,Comercial,Locacao,,,,,Centro,São Carlos,São Paulo,,-22.01235,-47.89235,,,,,419.64,,419.64,,,https://www.centerimoveis.com/imovel/locacao/terreno/são-carlos/centro/128473
Center,126502,Apartamento disponível para locação,Apartamentos,Padrão,Locacao,"1.445,00",,"200,00","40,00",Parque Sabará,São Carlos,São Paulo,,-22.0124561,-47.860434,2.0,,1.0,1.0,74.0,60.0,60.0,,Apartamento disponível para locação,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/parque-sabará/126502
Center,128463,Casa para locação!,Casas,Comercial,Locacao,"3.778,00",,,,Centro,São Carlos,São Paulo,,-22.01314,-47.88767,5.0,285.0,3.0,1.0,445.0,,445.0,285.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128463
Center,128464,Casa para locação!,Casas,Padrão,Locacao,"2.778,00",,,,Vila Costa Do Sol,São Carlos,São Paulo,,-22.01279,-47.884,3.0,180.0,1.0,1.0,220.0,,220.0,180.0,Casa para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/vila-costa-do-sol/128464
Center,128455,,Comercial,Barracão/Galpão,Locacao,"9.000,00",,,,Centro,São Carlos,São Paulo,,-22.01213,-47.8842,,,2.0,3.0,,100.0,100.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128455
Center,128453,Disponível para locação!,Casas,Comercial,Locacao,"3.000,00",,,,Paraiso,São Carlos,São Paulo,,-22.01066,-47.9,4.0,245.0,2.0,2.0,,,,245.0,Disponível para locação!,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/paraiso/128453
Center,128451,Disponível para locação!,Comercial,Salão,Locacao,"13.500,00",,,,Centro,São Carlos,São Paulo,,-22.01462,-47.88989,,,3.0,3.0,450.0,450.0,450.0,,Disponível para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/128451
Center,1364,"Esta bela residência oferece conforto e praticidade em uma localização excepcional. São 3 dormitórios amplos, sendo 1 suíte, perfeita para garantir privacidade e comodidade. O imóvel conta ainda com 1 banheiro social, sala espaçosa e bem iluminada, ideal para momentos em família, além de uma cozinha funcional e garagem para seu veículo.",Casas,Padrão,Locacao,"2.500,00",,,"80,00",Jardim Nova Santa Paula,São Carlos,São Paulo,,-21.99467,-47.89997,4.0,120.0,2.0,3.0,250.0,,250.0,120.0,"Esta bela residência oferece conforto e praticidade em uma localização excepcional. São 3 dormitórios amplos, sendo 1 suíte, perfeita para garantir privacidade e comodidade. O imóvel conta ainda com 1 banheiro social, sala espaçosa e bem iluminada, ideal para momentos em família, além de uma cozinha funcional e garagem para seu veículo.",https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/jardim-nova-santa-paula/1364
Center,128450,Casa comercial para locação,Casas,Comercial,Locacao,"5.000,00",,,"95,09",Centro,São Carlos,São Paulo,,-22.01403,-47.88717,3.0,129.93,2.0,3.0,136.8,,136.8,129.93,Casa comercial para locação,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128450
Center,128449,Casa comercial para locação,Casas,Comercial,Locacao,"5.000,00",,,"96,03",Centro,São Carlos,São Paulo,,-22.01403,-47.8871,3.0,129.93,2.0,3.0,136.8,,136.8,129.93,Casa comercial para locação,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/centro/128449
Center,11424,,Comercial,Sala,Locacao,"3.000,00",,"460,00","102,00",Vila Marina,São Carlos,São Paulo,,-21.99632,-47.89086,,,1.0,,60.0,40.0,40.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-marina/11424
Center,12528,,Apartamentos,Padrão,Locacao,"1.889,00",,"250,00","50,00",Jardim Paraiso,São Carlos,São Paulo,,,,1.0,,1.0,1.0,42.0,42.0,42.0,,,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-paraiso/12528
Center,128437,Chácara aconchegante no Broa,Casas,Chácara,Locacao,"2.500,00",,,"50,00",Balneário Santo Antonio,ITIRAPINA,São Paulo,,,,2.0,,2.0,3.0,,,,,Chácara aconchegante no Broa,https://www.centerimoveis.com/imovel/locacao/casas/itirapina/balneário-santo-antonio/128437
Center,128436,Imóvel comercial para locação com 400m² ,Comercial,Barracão/Galpão,Locacao,"12.500,00",,,,Vila Monteiro,São Carlos,São Paulo,,-22.02496,-47.88864,,,3.0,4.0,400.0,,400.0,,Imóvel comercial para locação com 400m² ,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-monteiro/128436
Center,124370,,Comercial,Salão,Locacao,"2.800,00",,,"90,00",Centro,São Carlos,São Paulo,,-22.01798,-47.89264,,,1.0,,50.0,50.0,50.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/centro/124370
Center,128430,Apartamento disponível para locação!,Apartamentos,Padrão,Locacao,"1.056,00",,"250,00","37,00",Jardim Tangará,São Carlos,São Paulo,,-22.0095,-47.8544,2.0,,1.0,1.0,49.0,,49.0,,Apartamento disponível para locação!,https://www.centerimoveis.com/imovel/locacao/apartamentos/são-carlos/jardim-tangará/128430
Center,128402,Salão Comercial ,Comercial,Salão,Locacao,"889,00",,,"10,00",Vila Boa Vista,São Carlos,São Paulo,,-22.02779,-47.90381,,,2.0,,22.0,,22.0,,Salão Comercial ,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-boa-vista/128402
Center,122606,Casa para locação com 03 dorm.  sendo 01 suíte ,Casas,Padrão,Locacao,"4.000,00",,,"150,00",Residencial Samambaia,São Carlos,São Paulo,,-21.95379,-47.88285,4.0,150.0,3.0,2.0,250.0,,250.0,150.0,Casa para locação com 03 dorm.  sendo 01 suíte ,https://www.centerimoveis.com/imovel/locacao/casas/são-carlos/residencial-samambaia/122606
Center,128398,Salão disponível para locação!,Comercial,Salão,Locacao,"1.334,00",,,,Vila Monteiro,São Carlos,São Paulo,,-22.02614,-47.88913,,,1.0,,,,,,Salão disponível para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-monteiro/128398
Center,127243,Barracão disponível para locação.,Comercial,Barracão/Galpão,Locacao,"7.778,00",,,,Jardim São Carlos,São Carlos,São Paulo,,-22.01876,-47.89765,,,3.0,,700.0,,700.0,,Barracão disponível para locação.,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-são-carlos/127243
Center,128393,Salão Comercial,Comercial,Salão,Locacao,"7.778,00",,,"334,54",Vila Monteiro,São Carlos,São Paulo,,-22.00624,-47.88791,,,2.0,,237.0,,237.0,,Salão Comercial,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-monteiro/128393
Center,8224,,Comercial,Sala,Locacao,"2.800,00",,,"111,00",Jardim Bandeirantes,São Carlos,São Paulo,,-22.00697,-47.89944,,,1.0,,15.0,11.0,11.0,,,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-bandeirantes/8224
Center,126271,Barracão disponível para locação,Comercial,Barracão/Galpão,Locacao,"4.445,00",,,,Jardim Embaré,São Carlos,São Paulo,,-21.96947,-47.93115,,,2.0,,,190.0,190.0,,Barracão disponível para locação,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-embaré/126271
Center,116453,Barracão para locação,Comercial,Salão,Locacao,"4.000,00",,,"319,00",Jardim Santa Felícia,São Carlos,São Paulo,,-22.00344,-47.91322,,,2.0,,600.0,582.0,582.0,,Barracão para locação,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/jardim-santa-felícia/116453
Center,128378,Sala disponível para locação!,Comercial,Sala,Locacao,"1.667,00",,,,Vila Marina,São Carlos,São Paulo,,-21.9954779,-47.8898178,,,,,,15.0,15.0,,Sala disponível para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-marina/128378
Center,128377,Sala disponível para locação!,Comercial,Sala,Locacao,"3.223,00",,"460,00",,Vila Marina,São Carlos,São Paulo,,-21.9954779,-47.8898178,,,1.0,,,64.0,64.0,,Sala disponível para locação!,https://www.centerimoveis.com/imovel/locacao/comercial/são-carlos/vila-marina/128377
